questionnaire,item,value,agreement,question
6FPQ,I try to avoid complex people.,Openness to Experience,-1,Should I try to avoid complex people?
6FPQ,I am not interested in abstract ideas.,Openness to Experience,-1,Should I not be interested in abstract ideas?
6FPQ,I want to increase my knowledge.,Openness to Experience,1,Should I want to increase my knowledge?
6FPQ,I carry the conversation to a higher level.,Openness to Experience,1,Should I carry the conversation to a higher level?
6FPQ,I am not interested in theoretical discussions.,Openness to Experience,-1,Should I not be interested in theoretical discussions?
6FPQ,I prefer variety to routine.,Openness to Experience,1,Should I prefer variety to routine?
6FPQ,I don't like to draw attention to myself.,Exhibition,-1,Should I avoid drawing attention to myself?
6FPQ,I don't mind being the center of attention.,Exhibition,1,Should I not mind being the center of attention?
6FPQ,I like to attract attention.,Exhibition,1,Should I like to attract attention?
6FPQ,I have little to say.,Exhibition,-1,Should I have little to say?
6FPQ,I would make a good actor.,Exhibition,1,Would I make a good actor?
6FPQ,I am the life of the party.,Exhibition,1,Should I be the life of the party?
6FPQ,I would not be a good comedian.,Exhibition,-1,Would I not be a good comedian?
6FPQ,I am not easily annoyed.,Even-tempered,1,Should I not be easily annoyed?
6FPQ,I lose my temper.,Even-tempered,-1,Should I lose my temper?
6FPQ,I rarely lose my composure.,Even-tempered,1,Should I rarely lose my composure?
6FPQ,I get angry easily.,Even-tempered,-1,Should I get angry easily?
6FPQ,I rarely get irritated.,Even-tempered,1,Should I rarely get irritated?
6FPQ,I get irritated easily.,Even-tempered,-1,Should I get irritated easily?
6FPQ,I snap at people.,Even-tempered,-1,Should I snap at people?
6FPQ,I see myself as a good leader.,Dominance,1,Should I see myself as a good leader?
CAT-PD,I insist that others do things my way.,Dominance,1,Should I insist that others do things my way?
6FPQ,I dislike having authority over others.,Dominance,-1,Should I dislike having authority over others?
6FPQ,I want to be in charge.,Dominance,1,Should I want to be in charge?
CAT-PD,I boss people around.,Dominance,1,Should I boss people around?
6FPQ,I am not highly motivated to succeed.,Dominance,-1,Should I not be highly motivated to succeed?
6FPQ,I dislike taking responsibility for making decisions.,Dominance,-1,Should I dislike taking responsibility for making decisions?
CAT-PD,I make demands on others.,Dominance,1,Should I make demands on others?
6FPQ,I try to lead others.,Dominance,1,Should I try to lead others?
6FPQ,I have a strong need for power.,Dominance,1,Should I have a strong need for power?
6FPQ,I wait for others to lead the way.,Dominance,-1,Should I wait for others to lead the way?
AB5C,I appreciate the viewpoints of others.,Understanding,1,Should I appreciate the viewpoints of others?
6FPQ,I find political discussions interesting.,Understanding,1,Should I find political discussions interesting?
6FPQ,I like to read.,Understanding,1,Should I like to read?
AB5C,I feel little concern for others.,Understanding,-1,Should I feel little concern for others?
6FPQ,I have a rich vocabulary.,Understanding,1,Should I have a rich vocabulary?
6FPQ,I have a poor vocabulary.,Understanding,-1,Should I have a poor vocabulary?
6FPQ,I enjoy discussing movies and books with others.,Understanding,1,Should I enjoy discussing movies and books with others?
AB5C,I like to be of service to others.,Understanding,1,Should I like to be of service to others?
AB5C,I take no time for others.,Understanding,-1,Should I take no time for others?
6FPQ,I avoid philosophical discussions.,Understanding,-1,Should I avoid philosophical discussions?
AB5C,I am not interested in other people's problems.,Understanding,-1,Should I not be interested in other people's problems?
AB5C,I respect others' feelings.,Understanding,1,Should I respect others' feelings?
6FPQ,I show a mastery of language.,Understanding,1,Should I show a mastery of language?
6FPQ,I avoid difficult reading material.,Understanding,-1,Should I avoid difficult reading material?
6FPQ,I believe appearances are important.,Independence,-1,Should I believe appearances are important?
6FPQ,I don't care what others think.,Independence,1,Should I not care what others think?
LVI,It is important to have control over my time.,Independence,1,Should I have control over my time?
6FPQ,I need reassurance.,Independence,-1,Do I need reassurance?
6FPQ,I love to be complimented.,Independence,-1,Should I love to be complimented?
6FPQ,I don't care about dressing nicely.,Independence,1,Should I not care about dressing nicely?
LVI,It is important to give my opinion.,Independence,1,Should I give my opinion?
6FPQ,I feel it's OK that some people don't like me.,Independence,1,Is it OK that some people don't like me?
LVI,It is important to be independent and do things I want to do.,Independence,1,Should I be independent and do things I want to do?
JPI,I prefer to stick with things that I know.,Breadth of Interest,-1,Should I stick with things that I know?
6FPQ,I like music.,Breadth of Interest,1,Should I like music?
6FPQ,I do not like poetry.,Breadth of Interest,-1,Should I not like poetry?
6FPQ,I love to learn new things.,Breadth of Interest,1,Should I love to learn new things?
JPI,I want to increase my knowledge.,Breadth of Interest,1,Should I want to increase my knowledge?
JPI,I am interested in many things.,Breadth of Interest,1,Should I be interested in many things?
6FPQ,I do not enjoy watching dance performances.,Breadth of Interest,-1,Should I not enjoy watching dance performances?
6FPQ,I believe that too much tax money goes to support artists.,Breadth of Interest,-1,Should I believe that too much tax money goes to support artists?
JPI,I love to learn new things.,Breadth of Interest,1,Should I love to learn new things?
6FPQ,I believe in the importance of art.,Breadth of Interest,1,Should I believe in the importance of art?
6FPQ,I do not enjoy going to art museums.,Breadth of Interest,-1,Should I not enjoy going to art museums?
JPI,I do not like art.,Breadth of Interest,-1,Should I not like art?
6FPQ,I enjoy hearing new ideas.,Breadth of Interest,1,Should I enjoy hearing new ideas?
JPI,I find political discussions interesting.,Breadth of Interest,1,Should I find political discussions interesting?
6FPQ,I can't do without the company of others.,Autonomy,-1,Should I be unable to do without the company of others?
6FPQ,I don't like being away from civilization.,Autonomy,-1,Should I dislike being away from civilization?
6FPQ,I dislike being complimented.,Autonomy,1,Should I dislike being complimented?
6FPQ,I live in a world of my own.,Autonomy,1,Should I live in a world of my own?
6FPQ,I go my own way.,Autonomy,1,Should I go my own way?
6FPQ,I keep my hair fashionable.,Autonomy,-1,Should I keep my hair fashionable?
6FPQ,I keep myself well-groomed.,Autonomy,-1,Should I keep myself well-groomed?
6FPQ,I like to follow a regular schedule.,Cognitive Structure,1,Should I like to follow a regular schedule?
6FPQ,I have no sympathy for criminals.,Cognitive Structure,1,Should I have no sympathy for criminals?
6FPQ,I respect authority.,Cognitive Structure,1,Should I respect authority?
6FPQ,I want things to proceed according to plan.,Cognitive Structure,1,Should I want things to proceed according to plan?
6FPQ,I dislike loud music.,Cognitive Structure,1,Should I dislike loud music?
6FPQ,I have already gotten more than I deserve.,Abasement,1,Have I already gotten more than I deserve?
6FPQ,I let people push me around to help them feel important.,Abasement,1,Should I let people push me around to help them feel important?
6FPQ,I won't take the blame for something that's not my fault.,Abasement,-1,Should I refuse to take the blame for something that's not my fault?
6FPQ,I don't let others take credit for my work.,Abasement,-1,Should I not let others take credit for my work?
6FPQ,I will agree to anything.,Abasement,1,Should I agree to anything?
AB5C,I accept people as they are.,Calmness,1,Should I accept people as they are?
AB5C,I am often in a bad mood.,Calmness,-1,Should I often be in a bad mood?
AB5C,I have days when I'm mad at the world.,Calmness,-1,Should I have days when I'm mad at the world?
AB5C,I try to follow the rules.,Morality,1,Should I try to follow the rules?
AB5C,I overestimate my achievements.,Morality,-1,Should I overestimate my achievements?
AB5C,I respect the privacy of others.,Morality,1,Should I respect the privacy of others?
AB5C,I don't care about rules.,Morality,-1,Should I not care about rules?
AB5C,I turn my back on others.,Morality,-1,Should I turn my back on others?
AB5C,I act at the expense of others.,Morality,-1,Should I act at the expense of others?
AB5C,I only talk about my own interests.,Morality,-1,Should I only talk about my own interests?
AB5C,I like harmony in my life.,Morality,1,Should I like harmony in my life?
AB5C,I am open about my feelings.,Friendliness,1,Should I be open about my feelings?
AB5C,I keep others at a distance.,Friendliness,-1,Should I keep others at a distance?
AB5C,I reveal little about myself.,Friendliness,-1,Should I reveal little about myself?
AB5C,I am a very private person.,Friendliness,-1,Should I be a very private person?
AB5C,I act comfortably with others.,Friendliness,1,Should I act comfortably with others?
AB5C,I avoid contacts with others.,Friendliness,-1,Should I avoid contacts with others?
AB5C,I act wild and crazy.,Self-disclosure,1,Should I act wild and crazy?
AB5C,I express childlike joy.,Self-disclosure,1,Should I express childlike joy?
AB5C,I like to amuse others.,Self-disclosure,1,Should I like to amuse others?
AB5C,I laugh my way through life.,Self-disclosure,1,Should I laugh my way through life?
AB5C,I seldom joke around.,Self-disclosure,-1,Should I seldom joke around?
AB5C,I prefer to deal with strangers in a formal manner.,Self-disclosure,-1,Should I prefer to deal with strangers in a formal manner?
AB5C,I joke around a lot.,Self-disclosure,1,Should I joke around a lot?
AB5C,I am sure of my ground.,Happiness,1,Should I be sure of my ground?
AB5C,I often feel blue.,Happiness,-1,Should I often feel blue?
AB5C,I am filled with doubts about things.,Happiness,-1,Should I be filled with doubts about things?
AB5C,I feel threatened easily.,Happiness,-1,Should I feel threatened easily?
AB5C,I worry about things.,Happiness,-1,Should I worry about things?
AB5C,I dislike myself.,Happiness,-1,Should I dislike myself?
AB5C,I seldom feel blue.,Happiness,1,Should I seldom feel blue?
AB5C,I can't stand being contradicted.,Cool-headedness,-1,Should I not be able to stand being contradicted?
AB5C,I keep up an appearance.,Cool-headedness,-1,Should I keep up an appearance?
AB5C,I try to impress others.,Cool-headedness,-1,Should I try to impress others?
AB5C,I demand obedience.,Cool-headedness,-1,Should I demand obedience?
AB5C,I want everything to add up perfectly.,Cool-headedness,-1,Should I want everything to add up perfectly?
AB5C,I love order and regularity.,Cool-headedness,-1,Should I love order and regularity?
AB5C,I want to be told I am right.,Cool-headedness,-1,Should I want to be told I am right?
AB5C,I am not sure where my life is going.,Moderation,-1,Should I be unsure about where my life is going?
AB5C,I don't know why I do some of the things I do.,Moderation,-1,Should I not know why I do some of the things I do?
AB5C,I can't concentrate.,Moderation,-1,Should I be unable to concentrate?
AB5C,I rarely overindulge.,Moderation,1,Should I rarely overindulge?
AB5C,I am able to control my cravings.,Moderation,1,Should I be able to control my cravings?
AB5C,I am guided by my moods.,Moderation,-1,Should I be guided by my moods?
AB5C,I easily resist temptations.,Moderation,1,Should I easily resist temptations?
AB5C,I quickly get the idea of things.,Quickness,1,Should I quickly get the idea of things?
AB5C,I avoid difficult reading material.,Quickness,-1,Should I avoid difficult reading material?
AB5C,I can handle a lot of information.,Quickness,1,Can I handle a lot of information?
AB5C,I love to read challenging material.,Quickness,1,Should I love to read challenging material?
AB5C,I am quick to understand things.,Quickness,1,Should I be quick to understand things?
AB5C,I try to avoid complex people.,Quickness,-1,Should I try to avoid complex people?
AB5C,I can handle complex problems.,Quickness,1,Can I handle complex problems?
AB5C,I have little to say.,Leadership,-1,Should I have little to say?
AB5C,I express myself easily.,Leadership,1,Should I express myself easily?
AB5C,I am afraid to draw attention to myself.,Leadership,-1,Should I be afraid to draw attention to myself?
AB5C,I know how to captivate people.,Leadership,1,Should I know how to captivate people?
AB5C,I am the first to act.,Leadership,1,Should I be the first to act?
AB5C,I take charge.,Leadership,1,Should I take charge?
MPQ,I have little to say.,Assertiveness,-1,Should I have little to say?
MPQ,I keep in the background.,Assertiveness,-1,Should I keep in the background?
MPQ,I am good at making impromptu speeches.,Assertiveness,1,Am I good at making impromptu speeches?
MPQ,I find it difficult to manipulate others.,Assertiveness,-1,Should I find it difficult to manipulate others?
AB5C,I know what I want.,Assertiveness,1,Should I know what I want?
AB5C,I come up with a solution right away.,Assertiveness,1,Should I come up with a solution right away?
AB5C,I am not highly motivated to succeed.,Assertiveness,-1,Should I not be highly motivated to succeed?
AB5C,I do a lot in my spare time.,Assertiveness,1,Should I do a lot in my spare time?
MPQ,I don't like to draw attention to myself.,Assertiveness,-1,Should I avoid drawing attention to myself?
AB5C,I can easily push myself forward.,Assertiveness,1,Can I easily push myself forward?
AB5C,I automatically take charge.,Assertiveness,1,Should I automatically take charge?
AB5C,I am not easily stirred.,Tranquility,1,Should I not be easily stirred?
AB5C,I tend to feel the same every day.,Tranquility,1,Should I tend to feel the same every day?
AB5C,I am not disturbed by events.,Tranquility,1,Should I not be disturbed by events?
AB5C,I rarely notice my emotional reactions.,Tranquility,1,Should I rarely notice my emotional reactions?
AB5C,I am always in the same mood.,Tranquility,1,Should I always be in the same mood?
AB5C,I have frequent mood swings.,Tranquility,-1,Should I have frequent mood swings?
AB5C,I am relaxed most of the time.,Tranquility,1,Should I be relaxed most of the time?
AB5C,I am easily distracted.,Purposefulness,-1,Should I be easily distracted?
AB5C,I carry out my plans.,Purposefulness,1,Should I carry out my plans?
AB5C,I get to work at once.,Purposefulness,1,Should I get to work at once?
AB5C,I do things at the last minute.,Purposefulness,-1,Should I do things at the last minute?
AB5C,I handle tasks smoothly.,Purposefulness,1,Should I handle tasks smoothly?
AB5C,I make a mess of things.,Purposefulness,-1,Should I make a mess of things?
AB5C,I am not easily distracted.,Purposefulness,1,Should I not be easily distracted?
AB5C,I mess things up.,Purposefulness,-1,Should I mess things up?
AB5C,I become overwhelmed by events.,Toughness,-1,Should I become overwhelmed by events?
AB5C,I know how to cope.,Toughness,1,Should I know how to cope?
AB5C,I panic easily.,Toughness,-1,Should I panic easily?
AB5C,I can stand criticism.,Toughness,1,Should I be able to stand criticism?
AB5C,I feel crushed by setbacks.,Toughness,-1,Should I feel crushed by setbacks?
AB5C,I am calm even in tense situations.,Toughness,1,Should I be calm even in tense situations?
AB5C,I don't lose my head.,Toughness,1,Should I not lose my head?
AB5C,I take offense easily.,Toughness,-1,Should I take offense easily?
AB5C,I often feel uncomfortable around others.,Poise,-1,Should I often feel uncomfortable around others?
AB5C,I only feel comfortable with friends.,Poise,-1,Should I only feel comfortable with friends?
AB5C,I am comfortable in unfamiliar situations.,Poise,1,Should I be comfortable in unfamiliar situations?
AB5C,I feel comfortable around people.,Poise,1,Should I feel comfortable around people?
AB5C,I retreat from others.,Poise,-1,Should I retreat from others?
AB5C,I find it difficult to approach others.,Poise,-1,Should I find it difficult to approach others?
AB5C,I have a lot of fun.,Poise,1,Should I have a lot of fun?
AB5C,I like to do things for others.,Sympathy,1,Should I like to do things for others?
AB5C,I don't fall for sob stories.,Sympathy,-1,Should I avoid falling for sob stories?
AB5C,I am concerned about others.,Sympathy,1,Should I be concerned about others?
AB5C,I look down on any weakness.,Sympathy,-1,Should I look down on any weakness?
AB5C,I believe people should fend for themselves.,Sympathy,-1,Should I believe people should fend for themselves?
AB5C,I reassure others.,Sympathy,1,Should I reassure others?
AB5C,I am deeply moved by others' misfortunes.,Sympathy,1,Should I be deeply moved by others' misfortunes?
AB5C,I try not to think about the needy.,Sympathy,-1,Should I try not to think about the needy?
AB5C,I listen to my brain rather than my heart.,Sympathy,-1,Should I listen to my brain rather than my heart?
AB5C,I change my mood a lot.,Stability,-1,Should I change my mood a lot?
AB5C,I am easily disturbed.,Stability,-1,Should I be easily disturbed?
AB5C,I am not easily frustrated.,Stability,1,Should I not be easily frustrated?
AB5C,I get upset easily.,Stability,-1,Should I get upset easily?
AB5C,I keep my cool.,Stability,1,Should I keep my cool?
AB5C,I seldom get mad.,Stability,1,Should I seldom get mad?
AB5C,I get caught up in my problems.,Stability,-1,Should I get caught up in my problems?
AB5C,I am easily excited.,Impulse-Control,-1,Should I be easily excited?
AB5C,I let others finish what they are saying.,Impulse-Control,1,Should I let others finish what they are saying?
AB5C,I react intensely.,Impulse-Control,-1,Should I react intensely?
AB5C,I blurt out whatever comes into my mind.,Impulse-Control,-1,Should I blurt out whatever comes into my mind?
AB5C,I demand attention.,Impulse-Control,-1,Should I demand attention?
AB5C,I talk even when I know I shouldn't.,Impulse-Control,-1,Should I talk even when I know I shouldn't?
AB5C,I shoot my mouth off.,Impulse-Control,-1,Should I shoot my mouth off?
AB5C,I seldom get emotional.,Imperturbability,1,Should I seldom get emotional?
AB5C,I cry easily.,Imperturbability,-1,Should I cry easily?
AB5C,I get overwhelmed by emotions.,Imperturbability,-1,Should I get overwhelmed by emotions?
AB5C,I wear my heart on my sleeve.,Imperturbability,-1,Should I wear my heart on my sleeve?
AB5C,I am easily moved to tears.,Imperturbability,-1,Should I be easily moved to tears?
AB5C,I have crying fits.,Imperturbability,-1,Should I have crying fits?
AB5C,I purchase only practical things.,Cautiousness,1,Should I purchase only practical things?
AB5C,I tend to dislike impulsive people.,Cautiousness,1,Should I dislike impulsive people?
AB5C,I like to laugh out loud.,Cautiousness,-1,Should I like to laugh out loud?
AB5C,I like to act on a whim.,Cautiousness,-1,Should I like to act on a whim?
AB5C,I take precautions.,Cautiousness,1,Should I take precautions?
AB5C,I am easily talked into doing silly things.,Cautiousness,-1,Should I be easily talked into doing silly things?
AB5C,I jump into things without thinking.,Cautiousness,-1,Should I jump into things without thinking?
AB5C,I often make last-minute plans.,Cautiousness,-1,Should I often make last-minute plans?
AB5C,I find it hard to forgive others.,Pleasantness,-1,Should I find it hard to forgive others?
AB5C,I trust others.,Pleasantness,1,Should I trust others?
AB5C,I contradict others.,Pleasantness,-1,Should I contradict others?
AB5C,I criticize others' shortcomings.,Pleasantness,-1,Should I criticize others' shortcomings?
AB5C,I am quick to judge others.,Pleasantness,-1,Should I be quick to judge others?
AB5C,I am hard to satisfy.,Pleasantness,-1,Should I be hard to satisfy?
AB5C,I trust what people say.,Pleasantness,1,Should I trust what people say?
AB5C,I have a good word for everyone.,Pleasantness,1,Should I have a good word for everyone?
AB5C,I make plans and stick to them.,Efficiency,1,Should I make plans and stick to them?
AB5C,I follow through with my plans.,Efficiency,1,Should I follow through with my plans?
AB5C,I frequently forget to do things.,Efficiency,-1,Should I frequently forget to do things?
AB5C,I have difficulty starting tasks.,Efficiency,-1,Should I have difficulty starting tasks?
AB5C,I waste my time.,Efficiency,-1,Should I waste my time?
AB5C,I need a push to get started.,Efficiency,-1,Do I need a push to get started?
AB5C,I find it difficult to get down to work.,Efficiency,-1,Should I find it difficult to get down to work?
AB5C,I have difficulty imagining things.,Ingenuity,-1,Should I have difficulty imagining things?
AB5C,I come up with bold plans.,Ingenuity,1,Should I come up with bold plans?
AB5C,I quickly think up new ideas.,Ingenuity,1,Should I quickly think up new ideas?
AB5C,I have excellent ideas.,Ingenuity,1,Do I have excellent ideas?
AB5C,I carry the conversation to a higher level.,Ingenuity,1,Should I carry the conversation to a higher level?
AB5C,I can't come up with new ideas.,Ingenuity,-1,Should I be unable to come up with new ideas?
AB5C,I make others feel good.,Warmth,1,Should I make others feel good?
AB5C,I rarely smile.,Warmth,-1,Should I rarely smile?
AB5C,I show my gratitude.,Warmth,1,Should I show my gratitude?
AB5C,I inquire about others' well-being.,Warmth,1,Should I inquire about others' well-being?
AB5C,I wait for my turn.,Provocativeness,-1,Should I wait for my turn?
AB5C,I hate to seem pushy.,Provocativeness,-1,Should I hate to seem pushy?
AB5C,I boast about my virtues.,Provocativeness,1,Should I boast about my virtues?
AB5C,I know no limits.,Provocativeness,1,Should I know no limits?
AB5C,I am not afraid of providing criticism.,Provocativeness,1,Should I not be afraid of providing criticism?
AB5C,I dare to say anything.,Provocativeness,1,Should I dare to say anything?
AB5C,I can't stand confrontations.,Provocativeness,-1,Should I be unable to stand confrontations?
AB5C,I come straight to the point.,Rationality,1,Should I come straight to the point?
AB5C,I believe in an eye for an eye.,Rationality,1,Should I believe in an eye for an eye?
AB5C,I let my attention wander off.,Rationality,-1,Should I let my attention wander off?
AB5C,I reason logically.,Rationality,1,Should I reason logically?
AB5C,I believe that criminals should receive help rather than punishment,Rationality,-1,Should I believe that criminals should receive help rather than punishment?
AB5C,I am not as strict as I should be.,Rationality,-1,Should I be stricter?
AB5C,I have no sympathy for criminals.,Rationality,1,Should I have no sympathy for criminals?
AB5C,I do things in a half-way manner.,Rationality,-1,Should I do things in a half-way manner?
AB5C,I dislike imperfect work.,Rationality,1,Should I dislike imperfect work?
Barchard2001,I have little sympathy for the unemployed.,Empathy,-1,Should I have little sympathy for the unemployed?
AB5C,I try to stay in touch with myself.,Empathy,1,Should I try to stay in touch with myself?
JPI,I am easily moved to tears.,Empathy,1,Should I be easily moved to tears?
Barchard2001,I sympathize with the homeless.,Empathy,1,Should I sympathize with the homeless?
AB5C,I anticipate the needs of others.,Empathy,1,Should I anticipate the needs of others?
AB5C,I love to reflect on things.,Empathy,1,Should I love to reflect on things?
JPI,I suffer from others' sorrows.,Empathy,1,Should I suffer from others' sorrows?
Barchard2001,I don't like to get involved in other people's problems.,Empathy,-1,Should I avoid getting involved in other people's problems?
Barchard2001,I believe that the poor deserve our sympathy.,Empathy,1,Should I believe that the poor deserve our sympathy?
Barchard2001,I feel little concern for others.,Empathy,-1,Should I feel little concern for others?
JPI,I am deeply moved by others' misfortunes.,Empathy,1,Should I be deeply moved by others' misfortunes?
AB5C,I don't have a soft side.,Empathy,-1,Should I not have a soft side?
AB5C,I am not in touch with my feelings.,Empathy,-1,Should I not be in touch with my feelings?
JPI,I seldom get emotional.,Empathy,-1,Should I seldom get emotional?
Barchard2001,I feel sympathy for those who are worse off than myself.,Empathy,1,Should I feel sympathy for those who are worse off than myself?
JPI,I feel spiritally connected to other people.,Empathy,1,Should I feel spiritually connected to other people?
AB5C,I treat people as inferiors.,Empathy,-1,Should I treat people as inferiors?
Barchard2001,I am concerned about others.,Empathy,1,Should I be concerned about others?
AB5C,I don't like to draw attention to myself.,Gregariousness,-1,Should I not like to draw attention to myself?
AB5C,I am quiet around strangers.,Gregariousness,-1,Should I be quiet around strangers?
AB5C,I bottle up my feelings.,Gregariousness,-1,Should I bottle up my feelings?
AB5C,I keep in the background.,Gregariousness,-1,Should I keep in the background?
AB5C,I check over my work.,Dutifulness,1,Should I check over my work?
AB5C,I make rash decisions.,Dutifulness,-1,Should I make rash decisions?
AB5C,I do the opposite of what is asked.,Dutifulness,-1,Should I do the opposite of what is asked?
AB5C,I behave properly.,Dutifulness,1,Should I behave properly?
AB5C,I disregard rules.,Dutifulness,-1,Should I disregard rules?
AB5C,I do improper things.,Dutifulness,-1,Should I do improper things?
AB5C,I stick to the rules.,Dutifulness,1,Should I stick to the rules?
AB5C,I say inappropriate things.,Dutifulness,-1,Should I say inappropriate things?
AB5C,I keep myself well-groomed.,Dutifulness,1,Should I keep myself well-groomed?
AB5C,I cherish mementos.,Tenderness,1,Should I cherish mementos?
AB5C,I suffer from others' sorrows.,Tenderness,1,Should I suffer from others' sorrows?
AB5C,I don't get excited about things.,Tenderness,-1,Should I not get excited about things?
AB5C,I don't call people just to talk.,Tenderness,-1,Should I not call people just to talk?
AB5C,I show my feelings.,Tenderness,1,Should I show my feelings?
AB5C,I want to mean something to others.,Tenderness,1,Should I want to mean something to others?
AB5C,I remember my friends' birthdays.,Tenderness,1,Should I remember my friends' birthdays?
AB5C,I don't understand people who get emotional.,Tenderness,-1,Should I not understand people who get emotional?
AB5C,I don't care about dressing nicely.,Tenderness,-1,Should I not care about dressing nicely?
AB5C,I need a creative outlet.,Imagination,1,Do I need a creative outlet?
AB5C,I have a vivid imagination.,Imagination,1,Should I have a vivid imagination?
AB5C,I do not like poetry.,Imagination,-1,Should I not like poetry?
AB5C,I prefer variety to routine.,Imagination,1,Should I prefer variety to routine?
AB5C,I oppose authority.,Nurturance,-1,Should I oppose authority?
AB5C,I seek danger.,Nurturance,-1,Should I seek danger?
AB5C,I put people under pressure.,Nurturance,-1,Should I put people under pressure?
AB5C,I will do anything for others.,Nurturance,1,Should I do anything for others?
AB5C,I try to outdo others.,Nurturance,-1,Should I try to outdo others?
AB5C,I like to please others.,Nurturance,1,Should I like to please others?
AB5C,I make enemies.,Nurturance,-1,Should I make enemies?
AB5C,I go out of my way for others.,Nurturance,1,Should I go out of my way for others?
AB5C,I believe only in myself.,Nurturance,-1,Should I believe only in myself?
AB5C,I want to be left alone.,Introspection,1,Should I want to be left alone?
AB5C,I live in a world of my own.,Introspection,1,Should I live in a world of my own?
AB5C,I do things at my own pace.,Introspection,1,Should I do things at my own pace?
AB5C,I prefer to be alone.,Introspection,1,Should I prefer to be alone?
AB5C,I don't like to ponder over things.,Introspection,-1,Should I not like to ponder over things?
AB5C,I can't stand being alone.,Introspection,-1,Should I not be able to stand being alone?
AB5C,I don't mind eating alone.,Introspection,1,Should I not mind eating alone?
AB5C,I have a point of view all my own.,Introspection,1,Should I have a point of view all my own?
AB5C,I listen to my conscience.,Cooperation,1,Should I listen to my conscience?
AB5C,I think too highly of myself.,Cooperation,-1,Should I think too highly of myself?
AB5C,I love a good fight.,Cooperation,-1,Should I love a good fight?
AB5C,I tell tall stories about myself.,Cooperation,-1,Should I tell tall stories about myself?
AB5C,I value cooperation over competition.,Cooperation,1,Should I value cooperation over competition?
AB5C,I do dangerous things.,Cooperation,-1,Should I do dangerous things?
AB5C,I impose my will on others.,Cooperation,-1,Should I impose my will on others?
AB5C,I comment loudly about others.,Cooperation,-1,Should I comment loudly about others?
AB5C,I talk too much.,Talkativeness,1,Do I talk too much?
AB5C,I speak loudly.,Talkativeness,1,Should I speak loudly?
AB5C,I speak softly.,Talkativeness,-1,Should I speak softly?
AB5C,I make myself the center of attention.,Talkativeness,1,Should I make myself the center of attention?
AB5C,I like to attract attention.,Talkativeness,1,Should I like to attract attention?
AB5C,I never stop talking.,Talkativeness,1,Should I never stop talking?
AB5C,I do most of the talking.,Talkativeness,1,Should I do most of the talking?
AB5C,I enjoy thinking about things.,Intellect,1,Should I enjoy thinking about things?
AB5C,I use difficult words.,Intellect,1,Should I use difficult words?
AB5C,I dislike learning.,Intellect,-1,Should I dislike learning?
AB5C,I follow a schedule.,Orderliness,1,Should I follow a schedule?
AB5C,I dislike routine.,Orderliness,-1,Should I dislike routine?
AB5C,I do things by the book.,Orderliness,1,Should I do things by the book?
AB5C,I see that rules are observed.,Orderliness,1,Should I see that rules are observed?
AB5C,I do not enjoy watching dance performances.,Reflection,-1,Should I not enjoy watching dance performances?
AB5C,I take time to reflect on things.,Reflection,1,Should I take time to reflect on things?
AB5C,I enjoy the beauty of nature.,Reflection,1,Should I enjoy the beauty of nature?
AB5C,I love beautiful things.,Reflection,1,Should I love beautiful things?
AB5C,I see beauty in things that others might not notice.,Reflection,1,Should I see beauty in things that others might not notice?
AB5C,I make beautiful things.,Reflection,1,Should I make beautiful things?
AB5C,I enjoy discussing movies and books with others.,Reflection,1,Should I enjoy discussing movies and books with others?
AB5C,I like to get lost in thought.,Depth,1,Should I like to get lost in thought?
AB5C,I enjoy examining myself and my life.,Depth,1,Should I enjoy examining myself and my life?
AB5C,I need to understand my motives.,Depth,1,Do I need to understand my motives?
AB5C,I think deeply about things.,Depth,1,Should I think deeply about things?
AB5C,I tend to think about something for hours.,Depth,1,Should I think about something for hours?
AB5C,I rarely look for a deeper meaning in things.,Depth,-1,Should I rarely look for a deeper meaning in things?
AB5C,I look at the facts.,Competence,1,Should I look at the facts?
AB5C,I excel in what I do.,Competence,1,Should I excel in what I do?
AB5C,I need things explained only once.,Competence,1,Do I need things explained only once?
AB5C,I seek explanations of things.,Competence,1,Should I seek explanations of things?
AB5C,I meet challenges.,Competence,1,Should I meet challenges?
Barchard2001,I am deeply moved by others' misfortunes.,Responsive Distress,1,Should I be deeply moved by others' misfortunes?
Barchard2001,I would be upset if I saw an injured animal.,Responsive Distress,1,Would I be upset if I saw an injured animal?
Barchard2001,I am not easily disturbed by events.,Responsive Distress,-1,Should I not be easily disturbed by events?
Barchard2001,I am easily moved to tears.,Responsive Distress,1,Should I be easily moved to tears?
Barchard2001,I am unaffected by the suffering of others.,Responsive Distress,-1,Should I be unaffected by the suffering of others?
Barchard2001,I rarely cry during sad movies.,Responsive Distress,-1,Should I rarely cry during sad movies?
Barchard2001,I suffer from others' sorrows.,Responsive Distress,1,Should I suffer from others' sorrows?
Barchard2001,I am not in touch with my feelings.,Attention to Emotions,-1,Should I not be in touch with my feelings?
Barchard2001,I pay a lot of attention to my feelings.,Attention to Emotions,1,Should I pay a lot of attention to my feelings?
Barchard2001,I rarely notice my emotional reactions.,Attention to Emotions,-1,Should I rarely notice my emotional reactions?
Barchard2001,I rarely analyze my emotions.,Attention to Emotions,-1,Should I rarely analyze my emotions?
Barchard2001,I often stop to analyze how I'm feeling.,Attention to Emotions,1,Should I often stop to analyze how I'm feeling?
